sentence_id,kalimat,token,bio_tag
6,Lokasinya strategis tetapi parkir sulit.,sulit,I-CLAUSE
6,Lokasinya strategis tetapi parkir sulit.,.,O
7,Minumannya segar dan variasi menu banyak.,Minumannya,B-CLAUSE
7,Minumannya segar dan variasi menu banyak.,segar,I-CLAUSE
7,Minumannya segar dan variasi menu banyak.,dan,O
7,Minumannya segar dan variasi menu banyak.,variasi,B-CLAUSE
7,Minumannya segar dan variasi menu banyak.,menu,I-CLAUSE
7,Minumannya segar dan variasi menu banyak.,banyak,I-CLAUSE
7,Minumannya segar dan variasi menu banyak.,.,O
8,Suasananya cozy tapi AC terlalu dingin.,Suasananya,B-CLAUSE
8,Suasananya cozy tapi AC terlalu dingin.,cozy,I-CLAUSE
8,Suasananya cozy tapi AC terlalu dingin.,tapi,O
8,Suasananya cozy tapi AC terlalu dingin.,AC,B-CLAUSE
8,Suasananya cozy tapi AC terlalu dingin.,terlalu,I-CLAUSE
8,Suasananya cozy tapi AC terlalu dingin.,dingin,I-CLAUSE
8,Suasananya cozy tapi AC terlalu dingin.,.,O
9,Harganya murah namun rasa makanan biasa saja.,Harganya,B-CLAUSE
9,Harganya murah namun rasa makanan biasa saja.,murah,I-CLAUSE
9,Harganya murah namun rasa makanan biasa saja.,namun,O
9,Harganya murah namun rasa makanan biasa saja.,rasa,B-CLAUSE
9,Harganya murah namun rasa makanan biasa saja.,makanan,I-CLAUSE
9,Harganya murah namun rasa makanan biasa saja.,biasa,I-CLAUSE
9,Harganya murah namun rasa makanan biasa saja.,saja,I-CLAUSE
9,Harganya murah namun rasa makanan biasa saja.,.,O
10,Pelayanan ramah tetapi makanan terlalu asin.,Pelayanan,B-CLAUSE
10,Pelayanan ramah tetapi makanan terlalu asin.,ramah,I-CLAUSE
10,Pelayanan ramah tetapi makanan terlalu asin.,tetapi,O
10,Pelayanan ramah tetapi makanan terlalu asin.,makanan,B-CLAUSE
10,Pelayanan ramah tetapi makanan terlalu asin.,terlalu,I-CLAUSE
10,Pelayanan ramah tetapi makanan terlalu asin.,asin,I-CLAUSE
10,Pelayanan ramah tetapi makanan terlalu asin.,.,O
11,Makanan lezat dan pelayanan cepat.,Makanan,B-CLAUSE
11,Makanan lezat dan pelayanan cepat.,lezat,I-CLAUSE
11,Makanan lezat dan pelayanan cepat.,dan,O
11,Makanan lezat dan pelayanan cepat.,pelayanan,B-CLAUSE
11,Makanan lezat dan pelayanan cepat.,cepat,I-CLAUSE
11,Makanan lezat dan pelayanan cepat.,.,O
12,Tempatnya bagus namun makanannya kurang enak.,Tempatnya,B-CLAUSE
12,Tempatnya bagus namun makanannya kurang enak.,bagus,I-CLAUSE
12,Tempatnya bagus namun makanannya kurang enak.,namun,O
12,Tempatnya bagus namun makanannya kurang enak.,makanannya,B-CLAUSE
12,Tempatnya bagus namun makanannya kurang enak.,kurang,I-CLAUSE
12,Tempatnya bagus namun makanannya kurang enak.,enak,I-CLAUSE
12,Tempatnya bagus namun makanannya kurang enak.,.,O
13,Suasana tenang namun harga mahal.,Suasana,B-CLAUSE
13,Suasana tenang namun harga mahal.,tenang,I-CLAUSE
13,Suasana tenang namun harga mahal.,namun,O
13,Suasana tenang namun harga mahal.,harga,B-CLAUSE
13,Suasana tenang namun harga mahal.,mahal,I-CLAUSE
13,Suasana tenang namun harga mahal.,.,O
14,Menu beragam tapi pelayanan lambat.,Menu,B-CLAUSE
14,Menu beragam tapi pelayanan lambat.,beragam,I-CLAUSE
14,Menu beragam tapi pelayanan lambat.,tapi,O
14,Menu beragam tapi pelayanan lambat.,pelayanan,B-CLAUSE
14,Menu beragam tapi pelayanan lambat.,lambat,I-CLAUSE
14,Menu beragam tapi pelayanan lambat.,.,O
15,Harga terjangkau dan minuman segar.,Harga,B-CLAUSE
15,Harga terjangkau dan minuman segar.,terjangkau,I-CLAUSE
15,Harga terjangkau dan minuman segar.,dan,O
15,Harga terjangkau dan minuman segar.,minuman,B-CLAUSE
15,Harga terjangkau dan minuman segar.,segar,I-CLAUSE
15,Harga terjangkau dan minuman segar.,.,O
16,Pemandangan indah tetapi akses jalan sulit.,Pemandangan,B-CLAUSE
16,Pemandangan indah tetapi akses jalan sulit.,indah,I-CLAUSE
16,Pemandangan indah tetapi akses jalan sulit.,tetapi,O
16,Pemandangan indah tetapi akses jalan sulit.,akses,B-CLAUSE
16,Pemandangan indah tetapi akses jalan sulit.,jalan,I-CLAUSE
16,Pemandangan indah tetapi akses jalan sulit.,sulit,I-CLAUSE
16,Pemandangan indah tetapi akses jalan sulit.,.,O
17,Makanan enak namun tempat kurang bersih.,Makanan,B-CLAUSE
17,Makanan enak namun tempat kurang bersih.,enak,I-CLAUSE
17,Makanan enak namun tempat kurang bersih.,namun,O
17,Makanan enak namun tempat kurang bersih.,tempat,B-CLAUSE
17,Makanan enak namun tempat kurang bersih.,kurang,I-CLAUSE
17,Makanan enak namun tempat kurang bersih.,bersih,I-CLAUSE
17,Makanan enak namun tempat kurang bersih.,.,O
18,Pelayanan ramah tetapi harga terlalu tinggi.,Pelayanan,B-CLAUSE
18,Pelayanan ramah tetapi harga terlalu tinggi.,ramah,I-CLAUSE
18,Pelayanan ramah tetapi harga terlalu tinggi.,tetapi,O
18,Pelayanan ramah tetapi harga terlalu tinggi.,harga,B-CLAUSE
18,Pelayanan ramah tetapi harga terlalu tinggi.,terlalu,I-CLAUSE
18,Pelayanan ramah tetapi harga terlalu tinggi.,tinggi,I-CLAUSE
18,Pelayanan ramah tetapi harga terlalu tinggi.,.,O
19,Lokasi strategis namun ruangan sempit.,Lokasi,B-CLAUSE
19,Lokasi strategis namun ruangan sempit.,strategis,I-CLAUSE
19,Lokasi strategis namun ruangan sempit.,namun,O
19,Lokasi strategis namun ruangan sempit.,ruangan,B-CLAUSE
19,Lokasi strategis namun ruangan sempit.,sempit,I-CLAUSE
19,Lokasi strategis namun ruangan sempit.,.,O
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",Makanan,B-CLAUSE
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",lezat,I-CLAUSE
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",",",O
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",suasana,B-CLAUSE
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",nyaman,I-CLAUSE
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",",",O
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",namun,O
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",pelayanan,B-CLAUSE
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",lambat,I-CLAUSE
20,"Makanan lezat, suasana nyaman, namun pelayanan lambat.",.,O
21,Makanan lezat namun pelayanan lambat.,Makanan,B-CLAUSE
21,Makanan lezat namun pelayanan lambat.,lezat,I-CLAUSE
21,Makanan lezat namun pelayanan lambat.,namun,O
21,Makanan lezat namun pelayanan lambat.,pelayanan,B-CLAUSE
21,Makanan lezat namun pelayanan lambat.,lambat,I-CLAUSE
21,Makanan lezat namun pelayanan lambat.,.,O
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,Suasana,B-CLAUSE
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,restoran,I-CLAUSE
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,sangat,I-CLAUSE
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,nyaman,I-CLAUSE
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,tetapi,O
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,harga,B-CLAUSE
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,makanan,I-CLAUSE
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,terlalu,I-CLAUSE
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,mahal,I-CLAUSE
22,Suasana restoran sangat nyaman tetapi harga makanan terlalu mahal.,.,O
23,Menu bervariasi namun rasa makanan biasa saja.,Menu,B-CLAUSE
23,Menu bervariasi namun rasa makanan biasa saja.,bervariasi,I-CLAUSE
23,Menu bervariasi namun rasa makanan biasa saja.,namun,O
23,Menu bervariasi namun rasa makanan biasa saja.,rasa,B-CLAUSE
23,Menu bervariasi namun rasa makanan biasa saja.,makanan,I-CLAUSE
23,Menu bervariasi namun rasa makanan biasa saja.,biasa,I-CLAUSE
23,Menu bervariasi namun rasa makanan biasa saja.,saja,I-CLAUSE
23,Menu bervariasi namun rasa makanan biasa saja.,.,O
24,Harga terjangkau dengan porsi makanan yang besar.,Harga,B-CLAUSE
24,Harga terjangkau dengan porsi makanan yang besar.,terjangkau,I-CLAUSE
24,Harga terjangkau dengan porsi makanan yang besar.,dengan,O
24,Harga terjangkau dengan porsi makanan yang besar.,porsi,B-CLAUSE
24,Harga terjangkau dengan porsi makanan yang besar.,makanan,I-CLAUSE
24,Harga terjangkau dengan porsi makanan yang besar.,yang,I-CLAUSE
24,Harga terjangkau dengan porsi makanan yang besar.,besar,I-CLAUSE
24,Harga terjangkau dengan porsi makanan yang besar.,.,O
25,Tempatnya bagus tetapi minumannya kurang segar.,Tempatnya,B-CLAUSE
25,Tempatnya bagus tetapi minumannya kurang segar.,bagus,I-CLAUSE
25,Tempatnya bagus tetapi minumannya kurang segar.,tetapi,O
25,Tempatnya bagus tetapi minumannya kurang segar.,minumannya,B-CLAUSE
25,Tempatnya bagus tetapi minumannya kurang segar.,kurang,I-CLAUSE
25,Tempatnya bagus tetapi minumannya kurang segar.,segar,I-CLAUSE
25,Tempatnya bagus tetapi minumannya kurang segar.,.,O
26,Porsi makanan cukup besar namun rasanya biasa saja.,Porsi,B-CLAUSE
26,Porsi makanan cukup besar namun rasanya biasa saja.,makanan,I-CLAUSE
26,Porsi makanan cukup besar namun rasanya biasa saja.,cukup,I-CLAUSE
26,Porsi makanan cukup besar namun rasanya biasa saja.,besar,I-CLAUSE
26,Porsi makanan cukup besar namun rasanya biasa saja.,namun,O
26,Porsi makanan cukup besar namun rasanya biasa saja.,rasanya,B-CLAUSE
26,Porsi makanan cukup besar namun rasanya biasa saja.,biasa,I-CLAUSE
26,Porsi makanan cukup besar namun rasanya biasa saja.,saja,I-CLAUSE
26,Porsi makanan cukup besar namun rasanya biasa saja.,.,O
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",Pelayanan,B-CLAUSE
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",ramah,I-CLAUSE
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",dan,O
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",cepat,B-CLAUSE
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",",",O
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",tetapi,O
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",makanannya,B-CLAUSE
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",kurang,I-CLAUSE
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",berselera,I-CLAUSE
27,"Pelayanan ramah dan cepat, tetapi makanannya kurang berselera.",.,O
28,Harga terjangkau dengan suasana yang menyenangkan.,Harga,B-CLAUSE
28,Harga terjangkau dengan suasana yang menyenangkan.,terjangkau,I-CLAUSE
28,Harga terjangkau dengan suasana yang menyenangkan.,dengan,O
28,Harga terjangkau dengan suasana yang menyenangkan.,suasana,B-CLAUSE
28,Harga terjangkau dengan suasana yang menyenangkan.,yang,I-CLAUSE
28,Harga terjangkau dengan suasana yang menyenangkan.,menyenangkan,I-CLAUSE
28,Harga terjangkau dengan suasana yang menyenangkan.,.,O
29,Makanannya enak dan harganya terjangkau.,Makanannya,B-CLAUSE
29,Makanannya enak dan harganya terjangkau.,enak,I-CLAUSE
29,Makanannya enak dan harganya terjangkau.,dan,O
29,Makanannya enak dan harganya terjangkau.,harganya,B-CLAUSE
29,Makanannya enak dan harganya terjangkau.,terjangkau,I-CLAUSE
29,Makanannya enak dan harganya terjangkau.,.,O
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,Pemandangan,B-CLAUSE
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,indah,I-CLAUSE
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,namun,O
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,akses,B-CLAUSE
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,jalan,I-CLAUSE
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,menuju,I-CLAUSE
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,lokasi,I-CLAUSE
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,sulit,I-CLAUSE
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,dilalui,I-CLAUSE
30,Pemandangan indah namun akses jalan menuju lokasi sulit dilalui.,.,O
31,Makanannya lezat tapi harganya mahal.,Makanannya,B-CLAUSE
31,Makanannya lezat tapi harganya mahal.,lezat,I-CLAUSE
31,Makanannya lezat tapi harganya mahal.,tapi,O
31,Makanannya lezat tapi harganya mahal.,harganya,B-CLAUSE
31,Makanannya lezat tapi harganya mahal.,mahal,I-CLAUSE
31,Makanannya lezat tapi harganya mahal.,.,O
32,Pemandangannya indah dan udaranya segar.,Pemandangannya,B-CLAUSE
32,Pemandangannya indah dan udaranya segar.,indah,I-CLAUSE
32,Pemandangannya indah dan udaranya segar.,dan,O
32,Pemandangannya indah dan udaranya segar.,udaranya,B-CLAUSE
32,Pemandangannya indah dan udaranya segar.,segar,I-CLAUSE
32,Pemandangannya indah dan udaranya segar.,.,O
33,Pelayanannya ramah tapi makanannya biasa saja.,Pelayanannya,B-CLAUSE
33,Pelayanannya ramah tapi makanannya biasa saja.,ramah,I-CLAUSE
33,Pelayanannya ramah tapi makanannya biasa saja.,tapi,O
33,Pelayanannya ramah tapi makanannya biasa saja.,makanannya,B-CLAUSE
33,Pelayanannya ramah tapi makanannya biasa saja.,biasa,I-CLAUSE
33,Pelayanannya ramah tapi makanannya biasa saja.,saja,I-CLAUSE
33,Pelayanannya ramah tapi makanannya biasa saja.,.,O
34,Lokasinya strategis namun parkirannya sempit.,Lokasinya,B-CLAUSE
34,Lokasinya strategis namun parkirannya sempit.,strategis,I-CLAUSE
34,Lokasinya strategis namun parkirannya sempit.,namun,O
34,Lokasinya strategis namun parkirannya sempit.,parkirannya,B-CLAUSE
34,Lokasinya strategis namun parkirannya sempit.,sempit,I-CLAUSE
34,Lokasinya strategis namun parkirannya sempit.,.,O
35,Suasananya cozy dan makanannya enak.,Suasananya,B-CLAUSE
35,Suasananya cozy dan makanannya enak.,cozy,I-CLAUSE
35,Suasananya cozy dan makanannya enak.,dan,O
35,Suasananya cozy dan makanannya enak.,makanannya,B-CLAUSE
35,Suasananya cozy dan makanannya enak.,enak,I-CLAUSE
35,Suasananya cozy dan makanannya enak.,.,O
36,Harganya terjangkau tetapi rasa makanan standar.,Harganya,B-CLAUSE
36,Harganya terjangkau tetapi rasa makanan standar.,terjangkau,I-CLAUSE
36,Harganya terjangkau tetapi rasa makanan standar.,tetapi,O
36,Harganya terjangkau tetapi rasa makanan standar.,rasa,B-CLAUSE
36,Harganya terjangkau tetapi rasa makanan standar.,makanan,I-CLAUSE
36,Harganya terjangkau tetapi rasa makanan standar.,standar,I-CLAUSE
36,Harganya terjangkau tetapi rasa makanan standar.,.,O
37,Pemandangan cantik meski makanan sedikit hambar.,Pemandangan,B-CLAUSE
37,Pemandangan cantik meski makanan sedikit hambar.,cantik,I-CLAUSE
37,Pemandangan cantik meski makanan sedikit hambar.,meski,O
37,Pemandangan cantik meski makanan sedikit hambar.,makanan,B-CLAUSE
37,Pemandangan cantik meski makanan sedikit hambar.,sedikit,I-CLAUSE
37,Pemandangan cantik meski makanan sedikit hambar.,hambar,I-CLAUSE
37,Pemandangan cantik meski makanan sedikit hambar.,.,O
38,Pelayanannya cepat namun makanannya kurang hangat.,Pelayanannya,B-CLAUSE
38,Pelayanannya cepat namun makanannya kurang hangat.,cepat,I-CLAUSE
38,Pelayanannya cepat namun makanannya kurang hangat.,namun,O
38,Pelayanannya cepat namun makanannya kurang hangat.,makanannya,B-CLAUSE
38,Pelayanannya cepat namun makanannya kurang hangat.,kurang,I-CLAUSE
38,Pelayanannya cepat namun makanannya kurang hangat.,hangat,I-CLAUSE
38,Pelayanannya cepat namun makanannya kurang hangat.,.,O
39,Tempatnya nyaman tetapi AC-nya terlalu dingin.,Tempatnya,B-CLAUSE
39,Tempatnya nyaman tetapi AC-nya terlalu dingin.,nyaman,I-CLAUSE
39,Tempatnya nyaman tetapi AC-nya terlalu dingin.,tetapi,O
39,Tempatnya nyaman tetapi AC-nya terlalu dingin.,AC-nya,B-CLAUSE
39,Tempatnya nyaman tetapi AC-nya terlalu dingin.,terlalu,I-CLAUSE
39,Tempatnya nyaman tetapi AC-nya terlalu dingin.,dingin,I-CLAUSE
39,Tempatnya nyaman tetapi AC-nya terlalu dingin.,.,O
40,Harganya murah namun porsi makanan sedikit.,Harganya,B-CLAUSE
40,Harganya murah namun porsi makanan sedikit.,murah,I-CLAUSE
40,Harganya murah namun porsi makanan sedikit.,namun,O
40,Harganya murah namun porsi makanan sedikit.,porsi,B-CLAUSE
40,Harganya murah namun porsi makanan sedikit.,makanan,I-CLAUSE
40,Harganya murah namun porsi makanan sedikit.,sedikit,I-CLAUSE
40,Harganya murah namun porsi makanan sedikit.,.,O
41,"Makanan lezat, pelayanan lambat.",Makanan,B-CLAUSE
41,"Makanan lezat, pelayanan lambat.",lezat,I-CLAUSE
41,"Makanan lezat, pelayanan lambat.",",",O
41,"Makanan lezat, pelayanan lambat.",pelayanan,B-CLAUSE
41,"Makanan lezat, pelayanan lambat.",lambat,I-CLAUSE
41,"Makanan lezat, pelayanan lambat.",.,O
42,Tempatnya nyaman dan bersih.,Tempatnya,B-CLAUSE
42,Tempatnya nyaman dan bersih.,nyaman,I-CLAUSE
42,Tempatnya nyaman dan bersih.,dan,O
42,Tempatnya nyaman dan bersih.,bersih,B-CLAUSE
42,Tempatnya nyaman dan bersih.,.,O
43,"Pemandangannya spektakuler, harga terlalu mahal.",Pemandangannya,B-CLAUSE
43,"Pemandangannya spektakuler, harga terlalu mahal.",spektakuler,I-CLAUSE
43,"Pemandangannya spektakuler, harga terlalu mahal.",",",O
43,"Pemandangannya spektakuler, harga terlalu mahal.",harga,B-CLAUSE
43,"Pemandangannya spektakuler, harga terlalu mahal.",terlalu,I-CLAUSE
43,"Pemandangannya spektakuler, harga terlalu mahal.",mahal,I-CLAUSE
43,"Pemandangannya spektakuler, harga terlalu mahal.",.,O
44,"Suasana tenang, makanan biasa saja.",Suasana,B-CLAUSE
44,"Suasana tenang, makanan biasa saja.",tenang,I-CLAUSE
44,"Suasana tenang, makanan biasa saja.",",",O
44,"Suasana tenang, makanan biasa saja.",makanan,B-CLAUSE
44,"Suasana tenang, makanan biasa saja.",biasa,I-CLAUSE
44,"Suasana tenang, makanan biasa saja.",saja,I-CLAUSE
44,"Suasana tenang, makanan biasa saja.",.,O
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",Pelayanan,B-CLAUSE
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",ramah,I-CLAUSE
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",",",O
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",harga,B-CLAUSE
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",terjangkau,I-CLAUSE
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",",",O
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",namun,O
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",makanannya,B-CLAUSE
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",kurang,I-CLAUSE
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",enak,I-CLAUSE
45,"Pelayanan ramah, harga terjangkau, namun makanannya kurang enak.",.,O
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",Harganya,B-CLAUSE
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",murah,I-CLAUSE
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",meriah,I-CLAUSE
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",",",O
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",tapi,O
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",rasa,B-CLAUSE
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",makanannya,I-CLAUSE
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",kurang,I-CLAUSE
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",memuaskan,I-CLAUSE
46,"Harganya murah meriah, tapi rasa makanannya kurang memuaskan.",.,O
47,"Dekorasinya menawan, tetapi portionnya kecil.",Dekorasinya,B-CLAUSE
47,"Dekorasinya menawan, tetapi portionnya kecil.",menawan,I-CLAUSE
47,"Dekorasinya menawan, tetapi portionnya kecil.",",",O
47,"Dekorasinya menawan, tetapi portionnya kecil.",tetapi,O
47,"Dekorasinya menawan, tetapi portionnya kecil.",portionnya,B-CLAUSE
47,"Dekorasinya menawan, tetapi portionnya kecil.",kecil,I-CLAUSE
47,"Dekorasinya menawan, tetapi portionnya kecil.",.,O
48,"Porsi makanan besar, namun rasanya biasa saja.",Porsi,B-CLAUSE
48,"Porsi makanan besar, namun rasanya biasa saja.",makanan,I-CLAUSE
48,"Porsi makanan besar, namun rasanya biasa saja.",besar,I-CLAUSE
48,"Porsi makanan besar, namun rasanya biasa saja.",",",O
48,"Porsi makanan besar, namun rasanya biasa saja.",namun,O
48,"Porsi makanan besar, namun rasanya biasa saja.",rasanya,B-CLAUSE
48,"Porsi makanan besar, namun rasanya biasa saja.",biasa,I-CLAUSE
48,"Porsi makanan besar, namun rasanya biasa saja.",saja,I-CLAUSE
48,"Porsi makanan besar, namun rasanya biasa saja.",.,O
49,"Pelayanan cepat dan ramah, harga terjangkau.",Pelayanan,B-CLAUSE
49,"Pelayanan cepat dan ramah, harga terjangkau.",cepat,I-CLAUSE
49,"Pelayanan cepat dan ramah, harga terjangkau.",dan,O
49,"Pelayanan cepat dan ramah, harga terjangkau.",ramah,B-CLAUSE
49,"Pelayanan cepat dan ramah, harga terjangkau.",",",O
49,"Pelayanan cepat dan ramah, harga terjangkau.",harga,B-CLAUSE
49,"Pelayanan cepat dan ramah, harga terjangkau.",terjangkau,I-CLAUSE
49,"Pelayanan cepat dan ramah, harga terjangkau.",.,O
50,Harga mahal namun pelayanan sangat baik.,Harga,B-CLAUSE
50,Harga mahal namun pelayanan sangat baik.,mahal,I-CLAUSE
50,Harga mahal namun pelayanan sangat baik.,namun,O
50,Harga mahal namun pelayanan sangat baik.,pelayanan,B-CLAUSE
50,Harga mahal namun pelayanan sangat baik.,sangat,I-CLAUSE
50,Harga mahal namun pelayanan sangat baik.,baik,I-CLAUSE
50,Harga mahal namun pelayanan sangat baik.,.,O
51,Makanan lezat namun pelayanan lambat.,Makanan,B-CLAUSE
51,Makanan lezat namun pelayanan lambat.,lezat,I-CLAUSE
51,Makanan lezat namun pelayanan lambat.,namun,O
51,Makanan lezat namun pelayanan lambat.,pelayanan,B-CLAUSE
51,Makanan lezat namun pelayanan lambat.,lambat,I-CLAUSE
51,Makanan lezat namun pelayanan lambat.,.,O
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,Restoran,B-CLAUSE
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,ini,I-CLAUSE
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,memiliki,I-CLAUSE
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,dekorasi,I-CLAUSE
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,menawan,I-CLAUSE
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,tetapi,O
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,harga,B-CLAUSE
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,sangat,I-CLAUSE
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,mahal,I-CLAUSE
52,Restoran ini memiliki dekorasi menawan tetapi harga sangat mahal.,.,O
53,Pemandangan indah dengan menu makanan yang terbatas.,Pemandangan,B-CLAUSE
53,Pemandangan indah dengan menu makanan yang terbatas.,indah,I-CLAUSE
53,Pemandangan indah dengan menu makanan yang terbatas.,dengan,O
53,Pemandangan indah dengan menu makanan yang terbatas.,menu,B-CLAUSE
53,Pemandangan indah dengan menu makanan yang terbatas.,makanan,I-CLAUSE
53,Pemandangan indah dengan menu makanan yang terbatas.,yang,I-CLAUSE
53,Pemandangan indah dengan menu makanan yang terbatas.,terbatas,I-CLAUSE
53,Pemandangan indah dengan menu makanan yang terbatas.,.,O
54,"Pelayanan cepat dan ramah, namun kualitas makanan mengecewakan.",Pelayanan,B-CLAUSE
