sentence_id,kalimat,token,bio_tag
10,"kamar mandi cepat cukup, gazebo memukau",cepat,I-CLAUSE
10,"kamar mandi cepat cukup, gazebo memukau",cukup,I-CLAUSE
10,"kamar mandi cepat cukup, gazebo memukau",",",O
10,"kamar mandi cepat cukup, gazebo memukau",gazebo,B-CLAUSE
10,"kamar mandi cepat cukup, gazebo memukau",memukau,I-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,jalan,B-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,ke,I-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,sana,I-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,worth,I-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,it,I-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,soalnya,O
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,pemandangan,B-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,d,I-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,sekitar,I-CLAUSE
11,jalan ke sana worth it soalnya pemandangan d sekitar luas,luas,I-CLAUSE
12,"listrik kemahalan, petugas di loket higienis",listrik,B-CLAUSE
12,"listrik kemahalan, petugas di loket higienis",kemahalan,I-CLAUSE
12,"listrik kemahalan, petugas di loket higienis",",",O
12,"listrik kemahalan, petugas di loket higienis",petugas,B-CLAUSE
12,"listrik kemahalan, petugas di loket higienis",di,I-CLAUSE
12,"listrik kemahalan, petugas di loket higienis",loket,I-CLAUSE
12,"listrik kemahalan, petugas di loket higienis",higienis,I-CLAUSE
13,kumuh pemandangan di sekitar padahal listrik sigap,kumuh,B-CLAUSE
13,kumuh pemandangan di sekitar padahal listrik sigap,pemandangan,I-CLAUSE
13,kumuh pemandangan di sekitar padahal listrik sigap,di,I-CLAUSE
13,kumuh pemandangan di sekitar padahal listrik sigap,sekitar,I-CLAUSE
13,kumuh pemandangan di sekitar padahal listrik sigap,padahal,O
13,kumuh pemandangan di sekitar padahal listrik sigap,listrik,B-CLAUSE
13,kumuh pemandangan di sekitar padahal listrik sigap,sigap,I-CLAUSE
14,"wc ktr, panas sinyal",wc,B-CLAUSE
14,"wc ktr, panas sinyal",ktr,I-CLAUSE
14,"wc ktr, panas sinyal",",",O
14,"wc ktr, panas sinyal",panas,B-CLAUSE
14,"wc ktr, panas sinyal",sinyal,I-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,suasana,B-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,d,I-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,malam,I-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,hari,I-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,estetik,I-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,soalnya,O
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,d,B-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,dalam,I-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,area,I-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,kasar,I-CLAUSE
15,suasana d malam hari estetik soalnya d dalam area kasar bener-bener,bener-bener,I-CLAUSE
16,"parkiran overprice, sinyal yang terawat",parkiran,B-CLAUSE
16,"parkiran overprice, sinyal yang terawat",overprice,I-CLAUSE
16,"parkiran overprice, sinyal yang terawat",",",O
16,"parkiran overprice, sinyal yang terawat",sinyal,B-CLAUSE
16,"parkiran overprice, sinyal yang terawat",yang,I-CLAUSE
16,"parkiran overprice, sinyal yang terawat",terawat,I-CLAUSE
17,"mihil rute ke lokasi, lokasi mantap",mihil,B-CLAUSE
17,"mihil rute ke lokasi, lokasi mantap",rute,I-CLAUSE
17,"mihil rute ke lokasi, lokasi mantap",ke,I-CLAUSE
17,"mihil rute ke lokasi, lokasi mantap",lokasi,I-CLAUSE
17,"mihil rute ke lokasi, lokasi mantap",",",O
17,"mihil rute ke lokasi, lokasi mantap",lokasi,B-CLAUSE
17,"mihil rute ke lokasi, lokasi mantap",mantap,I-CLAUSE
18,jalan ke sana memang higienis,jalan,B-CLAUSE
18,jalan ke sana memang higienis,ke,I-CLAUSE
18,jalan ke sana memang higienis,sana,I-CLAUSE
18,jalan ke sana memang higienis,memang,I-CLAUSE
18,jalan ke sana memang higienis,higienis,I-CLAUSE
19,pelayanan sempit banget tapi view sigap,pelayanan,B-CLAUSE
19,pelayanan sempit banget tapi view sigap,sempit,I-CLAUSE
19,pelayanan sempit banget tapi view sigap,banget,I-CLAUSE
19,pelayanan sempit banget tapi view sigap,tapi,O
19,pelayanan sempit banget tapi view sigap,view,B-CLAUSE
19,pelayanan sempit banget tapi view sigap,sigap,I-CLAUSE
20,fasilitas d sini kumuh gegara harga makanannya lelet,fasilitas,B-CLAUSE
20,fasilitas d sini kumuh gegara harga makanannya lelet,d,I-CLAUSE
20,fasilitas d sini kumuh gegara harga makanannya lelet,sini,I-CLAUSE
20,fasilitas d sini kumuh gegara harga makanannya lelet,kumuh,I-CLAUSE
20,fasilitas d sini kumuh gegara harga makanannya lelet,gegara,O
20,fasilitas d sini kumuh gegara harga makanannya lelet,harga,B-CLAUSE
20,fasilitas d sini kumuh gegara harga makanannya lelet,makanannya,I-CLAUSE
20,fasilitas d sini kumuh gegara harga makanannya lelet,lelet,I-CLAUSE
21,"wc yg cepat, mahal parah & cakep",wc,B-CLAUSE
21,"wc yg cepat, mahal parah & cakep",yg,I-CLAUSE
21,"wc yg cepat, mahal parah & cakep",cepat,I-CLAUSE
21,"wc yg cepat, mahal parah & cakep",",",I-CLAUSE
21,"wc yg cepat, mahal parah & cakep",mahal,I-CLAUSE
21,"wc yg cepat, mahal parah & cakep",parah,I-CLAUSE
21,"wc yg cepat, mahal parah & cakep",&,I-CLAUSE
21,"wc yg cepat, mahal parah & cakep",cakep,I-CLAUSE
22,"sigap fasilitas d sini, mudah dan kemahalan",sigap,B-CLAUSE
22,"sigap fasilitas d sini, mudah dan kemahalan",fasilitas,I-CLAUSE
22,"sigap fasilitas d sini, mudah dan kemahalan",d,I-CLAUSE
22,"sigap fasilitas d sini, mudah dan kemahalan",sini,I-CLAUSE
22,"sigap fasilitas d sini, mudah dan kemahalan",",",I-CLAUSE
22,"sigap fasilitas d sini, mudah dan kemahalan",mudah,I-CLAUSE
22,"sigap fasilitas d sini, mudah dan kemahalan",dan,I-CLAUSE
22,"sigap fasilitas d sini, mudah dan kemahalan",kemahalan,I-CLAUSE
23,"jutek d dalam area, pesing saat di parkiran",jutek,B-CLAUSE
23,"jutek d dalam area, pesing saat di parkiran",d,I-CLAUSE
23,"jutek d dalam area, pesing saat di parkiran",dalam,I-CLAUSE
23,"jutek d dalam area, pesing saat di parkiran",area,I-CLAUSE
23,"jutek d dalam area, pesing saat di parkiran",",",O
23,"jutek d dalam area, pesing saat di parkiran",pesing,B-CLAUSE
23,"jutek d dalam area, pesing saat di parkiran",saat,I-CLAUSE
23,"jutek d dalam area, pesing saat di parkiran",di,I-CLAUSE
23,"jutek d dalam area, pesing saat di parkiran",parkiran,I-CLAUSE
24,lelet wc,lelet,B-CLAUSE
24,lelet wc,wc,I-CLAUSE
25,"masuk ke dalam wangi, estetik orang di sana",masuk,B-CLAUSE
25,"masuk ke dalam wangi, estetik orang di sana",ke,I-CLAUSE
25,"masuk ke dalam wangi, estetik orang di sana",dalam,I-CLAUSE
25,"masuk ke dalam wangi, estetik orang di sana",wangi,I-CLAUSE
25,"masuk ke dalam wangi, estetik orang di sana",",",O
25,"masuk ke dalam wangi, estetik orang di sana",estetik,B-CLAUSE
25,"masuk ke dalam wangi, estetik orang di sana",orang,I-CLAUSE
25,"masuk ke dalam wangi, estetik orang di sana",di,I-CLAUSE
25,"masuk ke dalam wangi, estetik orang di sana",sana,I-CLAUSE
26,suasana mudah,suasana,B-CLAUSE
26,suasana mudah,mudah,I-CLAUSE
27,toilet sejuk tp air cepat abis,toilet,B-CLAUSE
27,toilet sejuk tp air cepat abis,sejuk,I-CLAUSE
27,toilet sejuk tp air cepat abis,tp,O
27,toilet sejuk tp air cepat abis,air,B-CLAUSE
27,toilet sejuk tp air cepat abis,cepat,I-CLAUSE
27,toilet sejuk tp air cepat abis,abis,I-CLAUSE
28,jutek harganya makanannya karena view murmer,jutek,B-CLAUSE
28,jutek harganya makanannya karena view murmer,harganya,I-CLAUSE
28,jutek harganya makanannya karena view murmer,makanannya,I-CLAUSE
28,jutek harganya makanannya karena view murmer,karena,O
28,jutek harganya makanannya karena view murmer,view,B-CLAUSE
28,jutek harganya makanannya karena view murmer,murmer,I-CLAUSE
29,"sinyal macet, pesing parah juga lambat",sinyal,B-CLAUSE
29,"sinyal macet, pesing parah juga lambat",macet,I-CLAUSE
29,"sinyal macet, pesing parah juga lambat",",",I-CLAUSE
29,"sinyal macet, pesing parah juga lambat",pesing,I-CLAUSE
29,"sinyal macet, pesing parah juga lambat",parah,I-CLAUSE
29,"sinyal macet, pesing parah juga lambat",juga,I-CLAUSE
29,"sinyal macet, pesing parah juga lambat",lambat,I-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,jalan,B-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,ke,I-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,sana,I-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,macet,I-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,soalnya,O
30,jalan ke sana macet soalnya jalan ke sana sih hambar,jalan,B-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,ke,I-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,sana,I-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,sih,I-CLAUSE
30,jalan ke sana macet soalnya jalan ke sana sih hambar,hambar,I-CLAUSE
31,d dalam area lelet sebab terjangkau view,d,B-CLAUSE
31,d dalam area lelet sebab terjangkau view,dalam,I-CLAUSE
31,d dalam area lelet sebab terjangkau view,area,I-CLAUSE
31,d dalam area lelet sebab terjangkau view,lelet,I-CLAUSE
31,d dalam area lelet sebab terjangkau view,sebab,O
31,d dalam area lelet sebab terjangkau view,terjangkau,B-CLAUSE
31,d dalam area lelet sebab terjangkau view,view,I-CLAUSE
32,enak parkiran soalnya suasana d sekitar terawat,enak,B-CLAUSE
32,enak parkiran soalnya suasana d sekitar terawat,parkiran,I-CLAUSE
32,enak parkiran soalnya suasana d sekitar terawat,soalnya,O
32,enak parkiran soalnya suasana d sekitar terawat,suasana,B-CLAUSE
32,enak parkiran soalnya suasana d sekitar terawat,d,I-CLAUSE
32,enak parkiran soalnya suasana d sekitar terawat,sekitar,I-CLAUSE
32,enak parkiran soalnya suasana d sekitar terawat,terawat,I-CLAUSE
33,ramah jalan ke sana padahal jutek suasana,ramah,B-CLAUSE
33,ramah jalan ke sana padahal jutek suasana,jalan,I-CLAUSE
33,ramah jalan ke sana padahal jutek suasana,ke,I-CLAUSE
33,ramah jalan ke sana padahal jutek suasana,sana,I-CLAUSE
33,ramah jalan ke sana padahal jutek suasana,padahal,O
33,ramah jalan ke sana padahal jutek suasana,jutek,B-CLAUSE
33,ramah jalan ke sana padahal jutek suasana,suasana,I-CLAUSE
34,biasa aja di dalam area walau view galak,biasa,B-CLAUSE
34,biasa aja di dalam area walau view galak,aja,I-CLAUSE
34,biasa aja di dalam area walau view galak,di,I-CLAUSE
34,biasa aja di dalam area walau view galak,dalam,I-CLAUSE
34,biasa aja di dalam area walau view galak,area,I-CLAUSE
34,biasa aja di dalam area walau view galak,walau,O
34,biasa aja di dalam area walau view galak,view,B-CLAUSE
34,biasa aja di dalam area walau view galak,galak,I-CLAUSE
35,di dalam area kemahalan karena sesak orang d sana,di,B-CLAUSE
35,di dalam area kemahalan karena sesak orang d sana,dalam,I-CLAUSE
35,di dalam area kemahalan karena sesak orang d sana,area,I-CLAUSE
35,di dalam area kemahalan karena sesak orang d sana,kemahalan,I-CLAUSE
35,di dalam area kemahalan karena sesak orang d sana,karena,O
35,di dalam area kemahalan karena sesak orang d sana,sesak,B-CLAUSE
35,di dalam area kemahalan karena sesak orang d sana,orang,I-CLAUSE
35,di dalam area kemahalan karena sesak orang d sana,d,I-CLAUSE
35,di dalam area kemahalan karena sesak orang d sana,sana,I-CLAUSE
36,wahana overprice padahal suasana di malam hari sesak,wahana,B-CLAUSE
36,wahana overprice padahal suasana di malam hari sesak,overprice,I-CLAUSE
36,wahana overprice padahal suasana di malam hari sesak,padahal,O
36,wahana overprice padahal suasana di malam hari sesak,suasana,B-CLAUSE
36,wahana overprice padahal suasana di malam hari sesak,di,I-CLAUSE
36,wahana overprice padahal suasana di malam hari sesak,malam,I-CLAUSE
36,wahana overprice padahal suasana di malam hari sesak,hari,I-CLAUSE
36,wahana overprice padahal suasana di malam hari sesak,sesak,I-CLAUSE
37,"view mantap, luas pemandangan",view,B-CLAUSE
37,"view mantap, luas pemandangan",mantap,I-CLAUSE
37,"view mantap, luas pemandangan",",",O
37,"view mantap, luas pemandangan",luas,B-CLAUSE
37,"view mantap, luas pemandangan",pemandangan,I-CLAUSE
38,petugas d loket mrh,petugas,B-CLAUSE
38,petugas d loket mrh,d,I-CLAUSE
38,petugas d loket mrh,loket,I-CLAUSE
38,petugas d loket mrh,mrh,I-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",staf,B-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",sedap,I-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",parah,I-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",",",I-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",kumuh,I-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",cukup,I-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",dan,I-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",lelet,I-CLAUSE
39,"staf sedap parah, kumuh cukup dan lelet parah",parah,I-CLAUSE
40,"overprice suasana d malam hari, listrik kumuh",overprice,B-CLAUSE
40,"overprice suasana d malam hari, listrik kumuh",suasana,I-CLAUSE
40,"overprice suasana d malam hari, listrik kumuh",d,I-CLAUSE
40,"overprice suasana d malam hari, listrik kumuh",malam,I-CLAUSE
40,"overprice suasana d malam hari, listrik kumuh",hari,I-CLAUSE
40,"overprice suasana d malam hari, listrik kumuh",",",O
40,"overprice suasana d malam hari, listrik kumuh",listrik,B-CLAUSE
40,"overprice suasana d malam hari, listrik kumuh",kumuh,I-CLAUSE
41,"orang di sana mantap, fasilitas di sini kumuh",orang,B-CLAUSE
41,"orang di sana mantap, fasilitas di sini kumuh",di,I-CLAUSE
41,"orang di sana mantap, fasilitas di sini kumuh",sana,I-CLAUSE
41,"orang di sana mantap, fasilitas di sini kumuh",mantap,I-CLAUSE
41,"orang di sana mantap, fasilitas di sini kumuh",",",O
41,"orang di sana mantap, fasilitas di sini kumuh",fasilitas,B-CLAUSE
41,"orang di sana mantap, fasilitas di sini kumuh",di,I-CLAUSE
41,"orang di sana mantap, fasilitas di sini kumuh",sini,I-CLAUSE
41,"orang di sana mantap, fasilitas di sini kumuh",kumuh,I-CLAUSE
42,listrik kasar parah padahal lambat pas masuk gerbang,listrik,B-CLAUSE
42,listrik kasar parah padahal lambat pas masuk gerbang,kasar,I-CLAUSE
42,listrik kasar parah padahal lambat pas masuk gerbang,parah,I-CLAUSE
42,listrik kasar parah padahal lambat pas masuk gerbang,padahal,O
42,listrik kasar parah padahal lambat pas masuk gerbang,lambat,B-CLAUSE
42,listrik kasar parah padahal lambat pas masuk gerbang,pas,I-CLAUSE
42,listrik kasar parah padahal lambat pas masuk gerbang,masuk,I-CLAUSE
42,listrik kasar parah padahal lambat pas masuk gerbang,gerbang,I-CLAUSE
43,"gazebo lelet, terawat serta jutek banget",gazebo,B-CLAUSE
43,"gazebo lelet, terawat serta jutek banget",lelet,I-CLAUSE
43,"gazebo lelet, terawat serta jutek banget",",",I-CLAUSE
43,"gazebo lelet, terawat serta jutek banget",terawat,I-CLAUSE
43,"gazebo lelet, terawat serta jutek banget",serta,I-CLAUSE
43,"gazebo lelet, terawat serta jutek banget",jutek,I-CLAUSE
43,"gazebo lelet, terawat serta jutek banget",banget,I-CLAUSE
44,jutek jalan menuju t4 walau sinyal worth it,jutek,B-CLAUSE
44,jutek jalan menuju t4 walau sinyal worth it,jalan,I-CLAUSE
44,jutek jalan menuju t4 walau sinyal worth it,menuju,I-CLAUSE
44,jutek jalan menuju t4 walau sinyal worth it,t4,I-CLAUSE
44,jutek jalan menuju t4 walau sinyal worth it,walau,O
44,jutek jalan menuju t4 walau sinyal worth it,sinyal,B-CLAUSE
44,jutek jalan menuju t4 walau sinyal worth it,worth,I-CLAUSE
44,jutek jalan menuju t4 walau sinyal worth it,it,I-CLAUSE
45,"tiket masuknya sejuk parah, overprice juga asin",tiket,B-CLAUSE
45,"tiket masuknya sejuk parah, overprice juga asin",masuknya,I-CLAUSE
45,"tiket masuknya sejuk parah, overprice juga asin",sejuk,I-CLAUSE
45,"tiket masuknya sejuk parah, overprice juga asin",parah,I-CLAUSE
45,"tiket masuknya sejuk parah, overprice juga asin",",",I-CLAUSE
45,"tiket masuknya sejuk parah, overprice juga asin",overprice,I-CLAUSE
45,"tiket masuknya sejuk parah, overprice juga asin",juga,I-CLAUSE
45,"tiket masuknya sejuk parah, overprice juga asin",asin,I-CLAUSE
46,fasilitas di sini sopan namun udara gelap,fasilitas,B-CLAUSE
46,fasilitas di sini sopan namun udara gelap,di,I-CLAUSE
46,fasilitas di sini sopan namun udara gelap,sini,I-CLAUSE
46,fasilitas di sini sopan namun udara gelap,sopan,I-CLAUSE
46,fasilitas di sini sopan namun udara gelap,namun,O
46,fasilitas di sini sopan namun udara gelap,udara,B-CLAUSE
46,fasilitas di sini sopan namun udara gelap,gelap,I-CLAUSE
47,"fasilitas di sini sigap, asin & jutek",fasilitas,B-CLAUSE
47,"fasilitas di sini sigap, asin & jutek",di,I-CLAUSE
47,"fasilitas di sini sigap, asin & jutek",sini,I-CLAUSE
47,"fasilitas di sini sigap, asin & jutek",sigap,I-CLAUSE
47,"fasilitas di sini sigap, asin & jutek",",",I-CLAUSE
47,"fasilitas di sini sigap, asin & jutek",asin,I-CLAUSE
47,"fasilitas di sini sigap, asin & jutek",&,I-CLAUSE
47,"fasilitas di sini sigap, asin & jutek",jutek,I-CLAUSE
48,pemandangan d sekitar indah karena sedap parkiran,pemandangan,B-CLAUSE
48,pemandangan d sekitar indah karena sedap parkiran,d,I-CLAUSE
48,pemandangan d sekitar indah karena sedap parkiran,sekitar,I-CLAUSE
48,pemandangan d sekitar indah karena sedap parkiran,indah,I-CLAUSE
48,pemandangan d sekitar indah karena sedap parkiran,karena,O
48,pemandangan d sekitar indah karena sedap parkiran,sedap,B-CLAUSE
48,pemandangan d sekitar indah karena sedap parkiran,parkiran,I-CLAUSE
49,jalan menuju spot macet walau petugas di loket macet,jalan,B-CLAUSE
49,jalan menuju spot macet walau petugas di loket macet,menuju,I-CLAUSE
49,jalan menuju spot macet walau petugas di loket macet,spot,I-CLAUSE
49,jalan menuju spot macet walau petugas di loket macet,macet,I-CLAUSE
49,jalan menuju spot macet walau petugas di loket macet,walau,O
49,jalan menuju spot macet walau petugas di loket macet,petugas,B-CLAUSE
49,jalan menuju spot macet walau petugas di loket macet,di,I-CLAUSE
49,jalan menuju spot macet walau petugas di loket macet,loket,I-CLAUSE
49,jalan menuju spot macet walau petugas di loket macet,macet,I-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",orang,B-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",di,I-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",sana,I-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",jorok,I-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",",",I-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",mahal,I-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",bgt,I-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",juga,I-CLAUSE
50,"orang di sana jorok, mahal bgt juga sejuk",sejuk,I-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,sedap,B-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,jalan,I-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,ke,I-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,sana,I-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,padahal,O
51,sedap jalan ke sana padahal petugas d loket rusak abis,petugas,B-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,d,I-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,loket,I-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,rusak,I-CLAUSE
51,sedap jalan ke sana padahal petugas d loket rusak abis,abis,I-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",toilet,B-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",worth,I-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",it,I-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",",",I-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",mudah,I-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",abis,I-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",plus,I-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",macet,I-CLAUSE
52,"toilet worth it, mudah abis plus macet bener-bener",bener-bener,I-CLAUSE
53,"wc gersang, pas masuk gerbang nyaman cukup",wc,B-CLAUSE
53,"wc gersang, pas masuk gerbang nyaman cukup",gersang,I-CLAUSE
53,"wc gersang, pas masuk gerbang nyaman cukup",",",O
53,"wc gersang, pas masuk gerbang nyaman cukup",pas,B-CLAUSE
53,"wc gersang, pas masuk gerbang nyaman cukup",masuk,I-CLAUSE
53,"wc gersang, pas masuk gerbang nyaman cukup",gerbang,I-CLAUSE
53,"wc gersang, pas masuk gerbang nyaman cukup",nyaman,I-CLAUSE
53,"wc gersang, pas masuk gerbang nyaman cukup",cukup,I-CLAUSE
54,kemahalan hrg makanannya gegara saat d parkiran worth it,kemahalan,B-CLAUSE
54,kemahalan hrg makanannya gegara saat d parkiran worth it,hrg,I-CLAUSE
54,kemahalan hrg makanannya gegara saat d parkiran worth it,makanannya,I-CLAUSE
54,kemahalan hrg makanannya gegara saat d parkiran worth it,gegara,O
54,kemahalan hrg makanannya gegara saat d parkiran worth it,saat,B-CLAUSE
54,kemahalan hrg makanannya gegara saat d parkiran worth it,d,I-CLAUSE
54,kemahalan hrg makanannya gegara saat d parkiran worth it,parkiran,I-CLAUSE
54,kemahalan hrg makanannya gegara saat d parkiran worth it,worth,I-CLAUSE
54,kemahalan hrg makanannya gegara saat d parkiran worth it,it,I-CLAUSE
55,"pemandangan di sekitar sedap, fasilitas di sini jutek banget",pemandangan,B-CLAUSE
